seq,timestamp,data_source,flight_state,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,altitude,vertical_velocity,temperature,latitude,longitude,gps_altitude,gps_fix,gps_satellites,battery_voltage,separation_detected,quality_flags,crc16
1700,34.000000,SYNTHETIC,DESCENT,7.588,0.076,6.201,-0.028,-0.170,-14.738,101130.5,16.24,-4.94,21.77,0.0002574,0.0005351,11.6,3,9,4.073,1,0,D589
1701,34.020000,SYNTHETIC,DESCENT,7.551,-0.018,6.241,0.103,-0.005,-15.681,101139.3,15.50,-5.01,,,,,,,,1,0,7A83
1702,34.040000,SYNTHETIC,DESCENT,7.405,0.118,6.192,0.005,0.108,-16.614,101134.5,15.90,-5.01,,,,,,,,1,0,45F2
1703,34.060000,SYNTHETIC,DESCENT,7.551,-0.040,6.313,0.055,0.111,-17.477,101134.8,15.88,-5.01,,,,,,,,1,0,6A4A
1704,34.080000,SYNTHETIC,DESCENT,7.541,-0.088,6.464,-0.037,-0.014,-18.478,101133.6,15.98,-4.99,,,,,,,,1,0,83F6
1705,34.100000,SYNTHETIC,DESCENT,7.280,0.014,6.530,-0.088,0.026,-19.247,101137.7,15.64,-4.99,,,,,,,,1,0,53DC
1706,34.120000,SYNTHETIC,DESCENT,7.343,0.105,6.602,0.172,-0.005,-19.953,101138.9,15.54,-5.00,,,,,,,,1,0,C861
1707,34.140000,SYNTHETIC,DESCENT,7.280,-0.031,6.587,-0.077,0.004,-20.844,101140.3,15.42,-5.00,,,,,,,,1,0,6166
1708,34.160000,SYNTHETIC,DESCENT,7.169,-0.014,6.762,-0.011,0.056,-21.452,101138.7,15.55,-4.98,,,,,,,,1,0,AB94
1709,34.180000,SYNTHETIC,DESCENT,7.120,-0.088,6.730,0.042,0.209,-21.984,101143.2,15.18,-4.99,,,,,,,,1,0,C588
1710,34.200000,SYNTHETIC,DESCENT,7.111,0.047,6.863,-0.077,0.132,-22.651,101144.2,15.09,-5.00,,,,,,,,1,0,74F7
1711,34.220000,SYNTHETIC,DESCENT,7.067,-0.035,6.843,-0.014,-0.038,-23.087,101146.1,14.93,-5.02,,,,,,,,1,0,7448
1712,34.240000,SYNTHETIC,DESCENT,7.040,-0.066,6.787,0.035,-0.095,-23.653,101144.8,15.04,-5.01,,,,,,,,1,0,BE3B
1713,34.260000,SYNTHETIC,DESCENT,6.934,-0.010,6.884,-0.116,-0.008,-24.046,101147.1,14.85,-5.01,,,,,,,,1,0,DF88
1714,34.280000,SYNTHETIC,DESCENT,7.009,-0.020,6.927,-0.207,-0.127,-24.323,101145.6,14.98,-4.99,,,,,,,,1,0,8E78
1715,34.300000,SYNTHETIC,DESCENT,7.032,0.019,6.890,-0.121,0.048,-24.628,101151.0,14.53,-5.01,,,,,,,,1,0,A64C
1716,34.320000,SYNTHETIC,DESCENT,6.938,-0.081,6.924,-0.072,0.012,-24.821,101148.9,14.70,-4.99,,,,,,,,1,0,1D31
1717,34.340000,SYNTHETIC,DESCENT,6.934,-0.070,6.875,-0.009,-0.012,-24.953,101155.1,14.18,-5.02,,,,,,,,1,0,7BB8
1718,34.360000,SYNTHETIC,DESCENT,6.861,-0.033,6.929,-0.133,0.113,-24.935,101147.6,14.81,-4.97,,,,,,,,1,0,F0E5
1719,34.380000,SYNTHETIC,DESCENT,6.910,-0.026,6.861,-0.023,-0.068,-24.861,101152.6,14.39,-4.96,,,,,,,,1,0,8A8B
1720,34.400000,SYNTHETIC,DESCENT,6.927,0.040,6.927,-0.046,-0.102,-25.003,101159.8,13.79,-5.01,,,,,,,,1,0,6588
1721,34.420000,SYNTHETIC,DESCENT,6.987,0.067,6.947,0.103,0.049,-24.849,101153.4,14.33,-4.98,,,,,,,,1,0,F2F9
1722,34.440000,SYNTHETIC,DESCENT,6.920,0.046,6.842,-0.029,-0.034,-24.647,101156.7,14.05,-4.97,,,,,,,,1,0,0931
1723,34.460000,SYNTHETIC,DESCENT,7.003,-0.060,6.917,0.196,-0.231,-24.507,101152.1,14.43,-4.91,,,,,,,,1,0,AD48
1724,34.480000,SYNTHETIC,DESCENT,6.942,0.079,6.953,-0.011,-0.005,-24.137,101157.9,13.95,-4.89,,,,,,,,1,0,4ED2
1725,34.500000,SYNTHETIC,DESCENT,7.068,0.018,6.762,0.161,-0.025,-23.753,101160.9,13.70,-4.90,,,,,,,,1,0,23D5
1726,34.520000,SYNTHETIC,DESCENT,7.115,0.074,6.777,0.016,0.016,-23.320,101166.6,13.23,-4.94,,,,,,,,1,0,F96D
1727,34.540000,SYNTHETIC,DESCENT,7.138,0.048,6.853,0.187,0.046,-22.967,101161.9,13.62,-4.93,,,,,,,,1,0,F589
1728,34.560000,SYNTHETIC,DESCENT,7.178,0.064,6.736,-0.192,0.018,-22.184,101167.4,13.16,-4.96,,,,,,,,1,0,5803
1729,34.580000,SYNTHETIC,DESCENT,7.184,-0.108,6.713,0.020,0.201,-21.834,101162.5,13.57,-4.93,,,,,,,,1,0,35FA
1730,34.600000,SYNTHETIC,DESCENT,7.147,-0.087,6.643,0.075,-0.059,-21.165,101170.5,12.90,-4.97,,,,,,,,1,0,89F3
1731,34.620000,SYNTHETIC,DESCENT,7.321,0.106,6.691,0.182,0.017,-20.497,101170.2,12.93,-4.99,,,,,,,,1,0,3929
1732,34.640000,SYNTHETIC,DESCENT,7.215,-0.023,6.556,-0.082,0.016,-19.655,101174.9,12.53,-5.04,,,,,,,,1,0,6D9E
1733,34.660000,SYNTHETIC,DESCENT,7.468,0.065,6.486,-0.206,0.058,-18.836,101166.0,13.28,-4.99,,,,,,,,1,0,D7DC
1734,34.680000,SYNTHETIC,DESCENT,7.420,0.055,6.452,-0.030,-0.097,-17.922,101176.4,12.41,-5.04,,,,,,,,1,0,CCC9
1735,34.700000,SYNTHETIC,DESCENT,7.536,0.011,6.299,-0.133,0.107,-17.238,101174.4,12.58,-5.05,,,,,,,,1,0,A689
1736,34.720000,SYNTHETIC,DESCENT,7.471,0.039,6.302,-0.028,0.037,-16.049,101177.5,12.32,-5.08,,,,,,,,1,0,8A53
1737,34.740000,SYNTHETIC,DESCENT,7.623,0.131,6.220,-0.011,0.065,-15.163,101173.6,12.64,-5.05,,,,,,,,1,0,1ED1
1738,34.760000,SYNTHETIC,DESCENT,7.579,-0.055,6.105,0.155,0.038,-14.203,101179.6,12.14,-5.08,,,,,,,,1,0,F20C
1739,34.780000,SYNTHETIC,DESCENT,7.703,-0.065,6.034,0.021,0.009,-13.312,101181.5,11.98,-5.10,,,,,,,,1,0,500D
1740,34.800000,SYNTHETIC,DESCENT,7.873,-0.019,5.971,-0.042,0.068,-12.052,101178.2,12.26,-5.09,,,,,,,,1,0,FECF
1741,34.820000,SYNTHETIC,DESCENT,7.871,0.080,5.880,-0.084,-0.125,-10.938,101186.0,11.61,-5.14,,,,,,,,1,0,0669
1742,34.840000,SYNTHETIC,DESCENT,7.966,-0.001,5.707,-0.090,-0.121,-9.797,101178.0,12.28,-5.09,,,,,,,,1,0,4E78
1743,34.860000,SYNTHETIC,DESCENT,8.083,0.122,5.675,0.010,0.027,-8.582,101186.6,11.56,-5.12,,,,,,,,1,0,2AFE
1744,34.880000,SYNTHETIC,DESCENT,7.933,0.080,5.678,0.080,0.030,-7.179,101186.7,11.55,-5.14,,,,,,,,1,0,56D3
1745,34.900000,SYNTHETIC,DESCENT,8.141,0.031,5.380,-0.062,0.011,-6.238,101191.2,11.18,-5.19,,,,,,,,1,0,37F1
1746,34.920000,SYNTHETIC,DESCENT,8.218,0.023,5.360,-0.064,0.027,-4.827,101184.8,11.71,-5.16,,,,,,,,1,0,C16C
1747,34.940000,SYNTHETIC,DESCENT,8.209,-0.040,5.307,0.001,-0.031,-3.777,101186.2,11.59,-5.13,,,,,,,,1,0,9D01
1748,34.960000,SYNTHETIC,DESCENT,8.360,0.029,5.083,-0.041,0.027,-2.354,101191.3,11.17,-5.14,,,,,,,,1,0,2F93
1749,34.980000,SYNTHETIC,DESCENT,8.352,-0.106,5.042,-0.078,0.034,-1.366,101188.9,11.37,-5.12,,,,,,,,1,0,F27D
1750,35.000000,SYNTHETIC,DESCENT,8.511,0.032,4.976,0.039,-0.057,0.020,101188.6,11.39,-5.08,21.67,0.0002658,0.0005451,12.2,3,9,4.076,1,0,971D
1751,35.020000,SYNTHETIC,DESCENT,8.553,-0.006,4.776,-0.053,-0.123,1.329,101190.3,11.25,-5.06,,,,,,,,1,0,1087
1752,35.040000,SYNTHETIC,DESCENT,8.581,-0.007,4.768,-0.027,0.187,2.417,101194.2,10.93,-5.05,,,,,,,,1,0,E9D8
1753,35.060000,SYNTHETIC,DESCENT,8.762,0.065,4.530,-0.034,-0.169,3.941,101192.7,11.05,-5.03,,,,,,,,1,0,25BF
1754,35.080000,SYNTHETIC,DESCENT,8.669,-0.052,4.430,0.082,-0.050,4.860,101197.6,10.64,-5.04,,,,,,,,1,0,8DF9
1755,35.100000,SYNTHETIC,DESCENT,8.748,-0.064,4.330,-0.052,-0.152,6.206,101195.3,10.83,-5.01,,,,,,,,1,0,2A3D
1756,35.120000,SYNTHETIC,DESCENT,8.813,0.079,4.177,-0.046,-0.025,7.354,101197.5,10.65,-5.00,,,,,,,,1,0,6500
1757,35.140000,SYNTHETIC,DESCENT,8.969,0.042,4.040,0.011,0.072,8.515,101203.9,10.12,-5.04,,,,,,,,1,0,1D93
1758,35.160000,SYNTHETIC,DESCENT,8.891,-0.041,4.004,-0.064,-0.140,9.797,101200.6,10.39,-5.03,,,,,,,,1,0,0A3E
1759,35.180000,SYNTHETIC,DESCENT,8.987,0.024,3.888,-0.141,-0.060,11.008,101203.7,10.13,-5.04,,,,,,,,1,0,A226
1760,35.200000,SYNTHETIC,DESCENT,9.069,0.066,3.921,0.005,0.059,12.307,101207.7,9.80,-5.08,,,,,,,,1,0,C8CD
1761,35.220000,SYNTHETIC,DESCENT,9.156,-0.031,3.700,0.091,0.135,13.209,101203.7,10.13,-5.06,,,,,,,,1,0,2EBC
1762,35.240000,SYNTHETIC,DESCENT,8.997,-0.054,3.572,0.004,0.065,14.092,101206.9,9.87,-5.07,,,,,,,,1,0,D099
1763,35.260000,SYNTHETIC,DESCENT,9.118,-0.025,3.552,0.088,-0.031,15.218,101203.7,10.13,-5.03,,,,,,,,1,0,0891
1764,35.280000,SYNTHETIC,DESCENT,9.235,-0.024,3.445,0.074,-0.042,16.283,101205.7,9.97,-5.00,,,,,,,,1,0,3888
1765,35.300000,SYNTHETIC,DESCENT,9.304,-0.015,3.309,-0.192,0.087,17.267,101215.4,9.16,-5.05,,,,,,,,1,0,4EF4
1766,35.320000,SYNTHETIC,DESCENT,9.219,0.048,3.158,0.062,-0.065,18.170,101207.3,9.83,-5.02,,,,,,,,1,0,1314
1767,35.340000,SYNTHETIC,DESCENT,9.310,-0.002,3.180,-0.003,0.100,18.792,101208.9,9.70,-4.98,,,,,,,,1,0,37BB
1768,35.360000,SYNTHETIC,DESCENT,9.323,0.029,3.102,0.194,0.109,19.749,101210.6,9.56,-4.96,,,,,,,,1,0,3910
1769,35.380000,SYNTHETIC,DESCENT,9.414,-0.069,3.022,0.044,0.078,20.395,101213.6,9.31,-4.95,,,,,,,,1,0,2B3C
1770,35.400000,SYNTHETIC,DESCENT,9.352,-0.012,2.955,0.159,0.037,21.089,101219.7,8.80,-5.00,,,,,,,,1,0,7B75
1771,35.420000,SYNTHETIC,DESCENT,9.375,0.124,2.875,-0.157,-0.033,21.807,101217.2,9.01,-5.00,,,,,,,,1,0,D131
1772,35.440000,SYNTHETIC,DESCENT,9.414,0.017,2.783,0.115,0.001,22.221,101222.0,8.61,-5.04,,,,,,,,1,0,302C
1773,35.460000,SYNTHETIC,DESCENT,9.388,0.017,2.835,-0.086,-0.152,22.880,101218.7,8.88,-5.03,,,,,,,,1,0,CC80
1774,35.480000,SYNTHETIC,DESCENT,9.456,-0.079,2.668,0.057,0.095,23.470,101218.6,8.89,-5.01,,,,,,,,1,0,86DD
1775,35.500000,SYNTHETIC,DESCENT,9.394,0.037,2.536,-0.129,0.109,23.732,101218.8,8.88,-4.98,,,,,,,,1,0,E705
1776,35.520000,SYNTHETIC,DESCENT,9.363,0.001,2.610,-0.010,0.102,24.236,101221.3,8.67,-4.97,,,,,,,,1,0,8D37
1777,35.540000,SYNTHETIC,DESCENT,9.494,0.011,2.615,-0.052,-0.025,24.272,101224.6,8.39,-4.98,,,,,,,,1,0,CABA
1778,35.560000,SYNTHETIC,DESCENT,9.482,-0.061,2.522,-0.134,-0.023,24.637,101224.8,8.38,-4.97,,,,,,,,1,0,B76C
1779,35.580000,SYNTHETIC,DESCENT,9.481,-0.027,2.597,-0.096,-0.061,24.875,101228.3,8.08,-4.99,,,,,,,,1,0,5BEB
1780,35.600000,SYNTHETIC,DESCENT,9.427,0.017,2.553,0.036,0.078,25.004,101231.6,7.81,-5.03,,,,,,,,1,0,BEEA
1781,35.620000,SYNTHETIC,DESCENT,9.503,-0.015,2.532,0.141,-0.060,25.072,101230.1,7.93,-5.04,,,,,,,,1,0,4FE8
1782,35.640000,SYNTHETIC,DESCENT,9.464,0.028,2.567,0.025,-0.117,24.945,101230.5,7.90,-5.04,,,,,,,,1,0,BE05
1783,35.660000,SYNTHETIC,DESCENT,9.429,0.012,2.615,0.021,-0.034,24.595,101234.3,7.58,-5.07,,,,,,,,1,0,155D
1784,35.680000,SYNTHETIC,DESCENT,9.447,-0.068,2.596,0.009,0.007,24.671,101232.8,7.71,-5.07,,,,,,,,1,0,6504
1785,35.700000,SYNTHETIC,DESCENT,9.382,-0.063,2.645,0.113,0.147,24.692,101233.2,7.68,-5.06,,,,,,,,1,0,7D0D
1786,35.720000,SYNTHETIC,DESCENT,9.450,-0.013,2.582,0.058,-0.136,24.242,101232.7,7.72,-5.03,,,,,,,,1,0,EE84
1787,35.740000,SYNTHETIC,DESCENT,9.407,0.024,2.710,-0.056,0.038,23.907,101230.5,7.90,-4.98,,,,,,,,1,0,DA55
1788,35.760000,SYNTHETIC,DESCENT,9.459,0.002,2.669,0.065,-0.047,23.524,101237.6,7.31,-4.98,,,,,,,,1,0,C48F
1789,35.780000,SYNTHETIC,DESCENT,9.453,-0.001,2.794,0.032,-0.122,23.039,101235.3,7.50,-4.95,,,,,,,,1,0,0F20
1790,35.800000,SYNTHETIC,DESCENT,9.353,0.043,2.795,-0.087,-0.035,22.405,101238.3,7.25,-4.94,,,,,,,,1,0,2835
1791,35.820000,SYNTHETIC,DESCENT,9.463,0.057,2.896,0.084,0.056,22.020,101238.7,7.22,-4.92,,,,,,,,1,0,08A6
1792,35.840000,SYNTHETIC,DESCENT,9.397,0.011,2.962,-0.078,-0.102,21.341,101242.2,6.93,-4.93,,,,,,,,1,0,A807
1793,35.860000,SYNTHETIC,DESCENT,9.362,0.057,2.886,0.074,-0.042,20.847,101241.8,6.96,-4.92,,,,,,,,1,0,4987
1794,35.880000,SYNTHETIC,DESCENT,9.331,-0.041,3.095,-0.022,-0.004,20.015,101243.2,6.84,-4.91,,,,,,,,1,0,CA80
1795,35.900000,SYNTHETIC,DESCENT,9.363,0.087,3.069,0.092,-0.014,19.272,101240.3,7.09,-4.87,,,,,,,,1,0,D8E8
1796,35.920000,SYNTHETIC,DESCENT,9.337,0.010,3.139,0.055,-0.049,18.570,101243.2,6.84,-4.84,,,,,,,,1,0,504C
1797,35.940000,SYNTHETIC,DESCENT,9.226,-0.057,3.235,-0.030,0.029,17.573,101255.3,5.84,-4.92,,,,,,,,1,0,1F67
1798,35.960000,SYNTHETIC,DESCENT,9.289,-0.029,3.370,0.054,-0.050,16.518,101245.8,6.63,-4.90,,,,,,,,1,0,44D8
1799,35.980000,SYNTHETIC,DESCENT,9.109,-0.025,3.370,-0.087,-0.020,15.427,101249.1,6.35,-4.89,,,,,,,,1,0,1454
1800,36.000000,SYNTHETIC,DESCENT,9.073,0.038,3.526,0.074,0.100,14.748,101254.8,5.88,-4.93,21.51,0.0002734,0.0005515,5.3,3,9,4.069,1,0,CD91
1801,36.020000,SYNTHETIC,DESCENT,9.028,0.020,3.617,0.112,0.024,13.693,101255.8,5.79,-4.97,,,,,,,,1,0,AB1B
1802,36.040000,SYNTHETIC,DESCENT,8.968,-0.039,3.723,-0.188,-0.116,12.500,101251.3,6.17,-4.94,,,,,,,,1,0,9237
1803,36.060000,SYNTHETIC,DESCENT,9.026,-0.034,3.750,0.012,0.037,11.519,101256.7,5.72,-4.96,,,,,,,,1,0,0E2D
1804,36.080000,SYNTHETIC,DESCENT,8.946,0.030,3.998,0.049,-0.092,10.416,101256.6,5.73,-4.97,,,,,,,,1,0,24E5
1805,36.100000,SYNTHETIC,DESCENT,8.859,0.017,4.049,-0.011,0.117,9.254,101259.0,5.53,-4.99,,,,,,,,1,0,B279
1806,36.120000,SYNTHETIC,DESCENT,8.858,-0.035,4.166,-0.041,-0.151,8.006,101262.2,5.26,-5.02,,,,,,,,1,0,14A6
1807,36.140000,SYNTHETIC,DESCENT,8.862,0.068,4.262,0.043,-0.015,6.758,101254.0,5.94,-4.96,,,,,,,,1,0,E808
1808,36.160000,SYNTHETIC,DESCENT,8.792,0.089,4.318,0.077,-0.028,5.604,101257.5,5.65,-4.93,,,,,,,,1,0,F85B
1809,36.180000,SYNTHETIC,DESCENT,8.698,0.102,4.505,0.049,0.030,4.430,101261.4,5.33,-4.93,,,,,,,,1,0,AA02
1810,36.200000,SYNTHETIC,DESCENT,8.704,0.082,4.633,0.015,0.028,3.150,101262.6,5.23,-4.93,,,,,,,,1,0,75CC
1811,36.220000,SYNTHETIC,DESCENT,8.632,0.004,4.740,0.036,0.075,1.927,101264.0,5.11,-4.93,,,,,,,,1,0,D967
1812,36.240000,SYNTHETIC,DESCENT,8.445,0.037,4.888,0.025,-0.069,0.584,101264.9,5.04,-4.92,,,,,,,,1,0,0418
1813,36.260000,SYNTHETIC,DESCENT,8.358,0.001,4.996,0.030,0.023,-0.808,101263.8,5.13,-4.90,,,,,,,,1,0,18A3
1814,36.280000,SYNTHETIC,DESCENT,8.394,-0.056,5.070,-0.145,0.079,-1.988,101267.8,4.79,-4.90,,,,,,,,1,0,CEBC
1815,36.300000,SYNTHETIC,DESCENT,8.292,0.038,5.178,0.016,-0.064,-3.092,101275.9,4.12,-4.97,,,,,,,,1,0,C6C8
1816,36.320000,SYNTHETIC,DESCENT,8.270,-0.053,5.291,-0.021,-0.251,-4.436,101270.4,4.58,-4.97,,,,,,,,1,0,675C
1817,36.340000,SYNTHETIC,DESCENT,8.170,-0.093,5.353,0.099,0.104,-5.806,101275.3,4.17,-5.01,,,,,,,,1,0,E1B8
1818,36.360000,SYNTHETIC,DESCENT,8.152,0.012,5.390,0.103,-0.129,-6.853,101267.4,4.83,-4.96,,,,,,,,1,0,C60A
1819,36.380000,SYNTHETIC,DESCENT,8.072,0.006,5.668,-0.017,-0.224,-7.845,101273.9,4.29,-4.96,,,,,,,,1,0,5FED
1820,36.400000,SYNTHETIC,DESCENT,8.072,-0.029,5.774,0.063,0.147,-9.181,101278.9,3.87,-4.99,,,,,,,,1,0,A6E7
1821,36.420000,SYNTHETIC,DESCENT,7.878,-0.025,5.756,-0.155,-0.046,-10.414,101278.9,3.87,-5.02,,,,,,,,1,0,318D
1822,36.440000,SYNTHETIC,DESCENT,7.756,-0.041,5.854,-0.064,-0.044,-11.582,101281.7,3.64,-5.06,,,,,,,,1,0,F04A
1823,36.460000,SYNTHETIC,DESCENT,7.792,-0.001,6.030,-0.014,0.079,-12.595,101278.4,3.91,-5.05,,,,,,,,1,0,C65E
1824,36.480000,SYNTHETIC,DESCENT,7.726,0.020,6.055,-0.146,0.010,-13.637,101283.7,3.47,-5.08,,,,,,,,1,0,AC74
1825,36.500000,SYNTHETIC,DESCENT,7.656,0.139,6.069,-0.239,0.062,-14.718,101283.3,3.50,-5.09,,,,,,,,1,0,1B25
1826,36.520000,SYNTHETIC,DESCENT,7.551,-0.021,6.130,-0.003,0.175,-15.626,101282.3,3.59,-5.08,,,,,,,,1,0,7D71
1827,36.540000,SYNTHETIC,DESCENT,7.530,0.039,6.182,0.114,-0.016,-16.589,101286.0,3.28,-5.10,,,,,,,,1,0,08ED
1828,36.560000,SYNTHETIC,DESCENT,7.416,0.000,6.381,0.080,-0.003,-17.482,101284.2,3.43,-5.09,,,,,,,,1,0,B275
1829,36.580000,SYNTHETIC,DESCENT,7.511,-0.005,6.390,0.052,0.057,-18.380,101282.2,3.60,-5.04,,,,,,,,1,0,468A
1830,36.600000,SYNTHETIC,DESCENT,7.317,0.043,6.481,-0.276,0.042,-19.236,101283.0,3.53,-5.00,,,,,,,,1,0,A8EF
1831,36.620000,SYNTHETIC,DESCENT,7.311,-0.009,6.586,0.147,0.057,-20.127,101281.7,3.64,-4.93,,,,,,,,1,0,BCEB
1832,36.640000,SYNTHETIC,DESCENT,7.219,-0.016,6.575,0.048,-0.019,-20.819,101293.4,2.66,-4.97,,,,,,,,1,0,5A62
1833,36.660000,SYNTHETIC,DESCENT,7.171,0.045,6.750,0.021,-0.051,-21.656,101295.9,2.45,-5.02,,,,,,,,1,0,489F
1834,36.680000,SYNTHETIC,DESCENT,7.114,0.000,6.656,0.059,-0.068,-22.073,101289.2,3.01,-4.99,,,,,,,,1,0,A695
1835,36.700000,SYNTHETIC,DESCENT,7.135,-0.054,6.702,-0.088,-0.075,-22.647,101291.7,2.80,-4.97,,,,,,,,1,0,750F
1836,36.720000,SYNTHETIC,DESCENT,7.056,0.075,6.833,0.101,-0.136,-23.282,101294.8,2.55,-4.98,,,,,,,,1,0,D553
1837,36.740000,SYNTHETIC,DESCENT,7.072,0.023,6.815,0.166,-0.034,-23.583,101294.3,2.59,-4.96,,,,,,,,1,0,57F7
1838,36.760000,SYNTHETIC,DESCENT,7.095,0.052,6.921,-0.011,0.156,-24.033,101296.9,2.37,-4.97,,,,,,,,1,0,D3FF
1839,36.780000,SYNTHETIC,DESCENT,7.001,0.027,6.886,-0.009,0.116,-24.346,101296.9,2.37,-4.96,,,,,,,,1,0,C86D
1840,36.800000,SYNTHETIC,DESCENT,6.981,-0.002,6.863,-0.131,-0.009,-24.423,101295.0,2.53,-4.92,,,,,,,,1,0,7452
1841,36.820000,SYNTHETIC,DESCENT,7.035,0.012,6.912,0.025,-0.187,-24.857,101302.9,1.87,-4.94,,,,,,,,1,0,5819
1842,36.840000,SYNTHETIC,DESCENT,6.886,0.037,6.856,-0.140,0.037,-24.821,101301.4,2.00,-4.94,,,,,,,,1,0,01B0
1843,36.860000,SYNTHETIC,DESCENT,6.836,0.043,6.892,0.136,-0.022,-25.064,101307.1,1.52,-4.99,,,,,,,,1,0,B500
1844,36.880000,SYNTHETIC,DESCENT,7.031,-0.053,6.978,-0.160,0.062,-24.967,101303.3,1.84,-4.98,,,,,,,,1,0,8A21
1845,36.900000,SYNTHETIC,DESCENT,6.873,0.060,6.948,0.106,-0.031,-25.091,101301.4,2.00,-4.94,,,,,,,,1,0,1FAF
1846,36.920000,SYNTHETIC,DESCENT,7.029,-0.016,6.860,-0.213,0.104,-25.044,101304.7,1.72,-4.93,,,,,,,,1,0,5955
1847,36.940000,SYNTHETIC,DESCENT,6.963,-0.004,6.959,-0.019,-0.194,-24.655,101307.9,1.46,-4.94,,,,,,,,1,0,5428
1848,36.960000,SYNTHETIC,DESCENT,6.976,-0.037,6.929,-0.111,0.201,-24.409,101308.3,1.42,-4.94,,,,,,,,1,0,150B
1849,36.980000,SYNTHETIC,DESCENT,7.024,-0.012,6.779,0.065,0.002,-24.042,101305.8,1.63,-4.90,,,,,,,,1,0,1A13
1850,37.000000,SYNTHETIC,DESCENT,7.124,0.081,6.823,0.005,-0.045,-23.793,101315.3,0.84,-4.95,21.42,0.0002809,0.0005728,1.2,3,9,4.072,1,0,CD6A
1851,37.020000,SYNTHETIC,DESCENT,7.069,-0.023,6.810,0.152,-0.031,-23.216,101310.4,1.25,-4.93,,,,,,,,1,0,0106
1852,37.040000,SYNTHETIC,DESCENT,7.110,-0.056,6.739,0.090,0.089,-22.981,101310.7,1.22,-4.91,,,,,,,,1,0,4FB0
1853,37.060000,SYNTHETIC,DESCENT,7.186,-0.045,6.789,0.259,-0.197,-22.279,101318.7,0.56,-4.95,,,,,,,,1,0,956B
1854,37.080000,SYNTHETIC,DESCENT,7.218,0.019,6.625,0.022,0.007,-21.735,101310.5,1.24,-4.90,,,,,,,,1,0,A4D4
1855,37.100000,SYNTHETIC,DESCENT,7.327,-0.041,6.592,-0.186,-0.057,-21.038,101315.5,0.82,-4.89,,,,,,,,1,0,0AD1
1856,37.120000,SYNTHETIC,DESCENT,7.300,0.072,6.554,-0.275,0.079,-20.532,101321.5,0.32,-4.93,,,,,,,,1,0,F17E
1857,37.140000,SYNTHETIC,DESCENT,7.307,0.008,6.538,-0.027,-0.105,-19.606,101320.4,0.42,-4.94,,,,,,,,1,0,B746
1858,37.160000,SYNTHETIC,DESCENT,7.386,-0.036,6.435,0.084,0.137,-18.896,101318.9,0.54,-4.93,,,,,,,,1,0,C9A9
1859,37.180000,SYNTHETIC,DESCENT,7.399,0.019,6.501,-0.071,0.053,-18.216,101322.5,0.24,-4.94,,,,,,,,1,0,5070
1860,37.200000,SYNTHETIC,DESCENT,7.496,0.030,6.314,-0.001,0.062,-16.955,101322.8,0.22,-4.94,,,,,,,,1,0,11EA
1861,37.220000,SYNTHETIC,DESCENT,7.529,0.004,6.252,-0.088,-0.134,-16.151,101323.4,0.17,-4.94,,,,,,,,1,0,2695
1862,37.240000,SYNTHETIC,DESCENT,9.736,0.011,-0.024,-0.089,-0.063,-0.008,101328.2,-0.23,-4.97,,,,,,,,1,0,1847
1863,37.260000,SYNTHETIC,DESCENT,9.895,0.070,0.033,0.114,0.112,0.070,101325.7,-0.03,-4.96,,,,,,,,1,0,7093
1864,37.280000,SYNTHETIC,DESCENT,9.826,-0.004,0.007,-0.170,-0.082,0.049,101323.7,0.14,-4.92,,,,,,,,1,0,085E
1865,37.300000,SYNTHETIC,DESCENT,9.747,-0.051,0.026,0.037,-0.166,-0.069,101323.6,0.15,-4.88,,,,,,,,1,0,ED69
1866,37.320000,SYNTHETIC,DESCENT,9.822,0.055,0.040,0.010,0.192,0.088,101322.0,0.28,-4.81,,,,,,,,1,0,5AE0
1867,37.340000,SYNTHETIC,DESCENT,9.948,-0.039,0.012,-0.107,-0.063,0.149,101321.9,0.29,-4.73,,,,,,,,1,0,24EC
1868,37.360000,SYNTHETIC,DESCENT,9.856,-0.017,0.132,-0.217,-0.065,-0.080,101319.0,0.53,-4.62,,,,,,,,1,0,3D47
1869,37.380000,SYNTHETIC,DESCENT,9.863,-0.011,0.030,0.026,0.117,-0.079,101319.9,0.46,-4.51,,,,,,,,1,0,EEC8
1870,37.400000,SYNTHETIC,DESCENT,9.808,-0.057,0.054,0.020,-0.105,-0.003,101328.8,-0.28,-4.49,,,,,,,,1,0,3DAC
1871,37.420000,SYNTHETIC,DESCENT,9.817,-0.013,-0.023,0.020,-0.039,-0.022,101324.0,0.12,-4.41,,,,,,,,1,0,E6AA
1872,37.440000,SYNTHETIC,DESCENT,9.835,0.002,-0.056,0.138,-0.005,-0.035,101324.9,0.04,-4.33,,,,,,,,1,0,B383
1873,37.460000,SYNTHETIC,DESCENT,9.765,0.033,0.018,-0.014,-0.146,-0.113,101319.3,0.51,-4.20,,,,,,,,1,0,EE1C
1874,37.480000,SYNTHETIC,DESCENT,9.857,0.038,-0.042,-0.034,0.167,0.169,101317.8,0.63,-4.05,,,,,,,,1,0,0098
1875,37.500000,SYNTHETIC,DESCENT,9.774,0.002,-0.015,-0.066,0.016,-0.058,101328.5,-0.26,-4.00,,,,,,,,1,0,B5F7
